alvo,angle,distance,intensity
0.00,1.07,1711,241
0.00,1.86,1711,240
180.00,178.63,1228,240
180.00,179.42,1244,243
180.00,180.21,1244,237
180.00,181.00,714,232
180.00,181.82,558,225
270.00,268.55,761,238
270.00,269.34,745,239
270.00,270.13,761,235
270.00,270.92,761,238
270.00,271.72,761,236
90.00,90.39,49137,6
90.00,88.20,1960,237
90.00,88.96,1945,237
90.00,89.73,1960,236
90.00,90.49,1960,238
90.00,91.26,1945,238
180.00,181.93,1306,242
270.00,268.48,761,240
270.00,269.33,761,237
270.00,270.18,761,236
270.00,271.03,761,239
270.00,271.88,761,238
0.00,358.62,1711,241
0.00,359.41,1711,240
0.00,0.21,1711,241
0.00,1.00,1711,242
0.00,1.80,1711,243
180.00,178.67,1244,242
180.00,179.46,1244,239
180.00,180.26,1244,235
180.00,181.05,714,231
180.00,181.84,574,225
270.00,268.57,761,237
0.00,359.45,11348,14
0.00,0.01,1742,241
90.00,88.70,1960,237
90.00,89.52,1960,238
90.00,90.28,1960,237
90.00,91.05,1945,237
90.00,91.81,1960,236
90.00,91.11,3592,166
270.00,268.12,760,238
270.00,268.95,760,237
270.00,269.78,760,238
270.00,270.61,760,235
270.00,271.44,760,237
0.00,358.45,1711,239
0.00,359.24,1711,241
0.00,0.03,1695,241
0.00,0.82,1695,243
0.00,1.61,1695,241
270.00,268.37,2023,237
180.00,178.19,1228,242
180.00,178.98,1228,242
180.00,179.78,1243,240
180.00,180.57,1228,240
180.00,181.36,714,227
0.00,358.49,1711,240
0.00,359.28,1711,240
0.00,0.07,1696,240
0.00,0.87,1696,242
0.00,1.66,1711,242
90.00,88.58,1961,237
90.00,89.36,1961,237
90.00,90.14,1945,236
90.00,90.93,1945,238
90.00,91.71,1961,238
180.00,181.33,1665,236
270.00,268.31,761,237
270.00,269.10,745,238
270.00,269.89,761,238
270.00,270.73,761,234
270.00,271.56,761,237
0.00,358.49,1711,241
0.00,359.28,1711,240
0.00,0.07,1711,241
0.00,0.86,1711,241
0.00,1.66,1711,242
180.00,178.12,1244,243
180.00,178.91,1244,240
180.00,179.70,1228,242
180.00,180.48,1228,236
180.00,181.27,714,233
270.00,268.35,761,236
270.00,269.12,761,239
270.00,269.89,761,236
270.00,270.72,761,233
270.00,271.58,761,239
180.00,180.52,34289,0
90.00,88.77,1945,238
90.00,89.56,1960,237
90.00,90.35,1960,238
90.00,91.14,1960,237
90.00,91.97,1960,237
270.00,268.66,760,235
270.00,269.47,760,237
270.00,270.28,760,234
270.00,271.07,760,237
270.00,271.87,760,237
0.00,358.70,1711,241
0.00,359.49,1711,241
0.00,0.28,1711,242
0.00,1.07,1711,241
0.00,1.86,1727,243
90.00,91.53,1960,230
90.00,88.48,2023,234
180.00,178.78,1243,240
180.00,179.57,1243,241
180.00,180.37,1243,235
180.00,181.16,698,231
180.00,181.96,573,227
270.00,268.69,760,238
270.00,269.48,760,239
270.00,270.28,760,235
270.00,271.07,760,235
270.00,271.83,760,237
180.00,179.52,1773,84
90.00,88.50,1960,237
90.00,89.29,1960,236
90.00,90.08,1945,238
90.00,90.87,1945,237
90.00,91.65,1945,237
180.00,178.16,1243,241
180.00,178.95,1212,240
180.00,179.74,1243,240
180.00,180.53,1243,227
180.00,181.32,698,228
270.00,271.80,34794,5
0.00,358.09,1711,241
0.00,358.91,1711,241
0.00,359.71,1711,238
0.00,0.52,1711,242
0.00,1.32,1711,242
180.00,178.20,1244,242
180.00,178.99,1244,239
180.00,179.77,1244,240
180.00,180.56,1244,237
180.00,181.35,714,231
270.00,268.41,761,238
270.00,269.20,761,238
270.00,269.99,761,236
270.00,270.78,761,236
270.00,271.57,761,237
180.00,181.62,1758,117
90.00,88.35,1945,237
90.00,89.15,1960,237
90.00,89.94,1960,239
90.00,90.74,1960,236
90.00,91.53,1960,236
180.00,178.66,1244,240
180.00,179.45,1244,240
180.00,180.24,1244,237
180.00,181.03,714,231
180.00,181.82,558,225
0.00,358.54,1711,243
0.00,359.26,1711,241
0.00,0.05,1695,241
0.00,0.85,1695,243
0.00,1.66,1711,242
270.00,269.52,19180,40
180.00,178.35,1243,243
180.00,179.15,1212,239
180.00,179.96,1243,240
180.00,180.76,1243,229
180.00,181.57,714,229
270.00,268.28,760,238
270.00,269.08,760,238
270.00,269.87,760,238
270.00,270.66,744,236
270.00,271.45,760,239
0.00,358.33,14382,232
180.00,180.11,1757,190
90.00,88.11,1960,235
90.00,88.90,1960,236
90.00,89.68,1960,238
90.00,90.47,1960,236
90.00,91.25,1960,236
180.00,178.69,1228,238
180.00,179.48,1243,238
0.00,1.36,136,229
0.00,358.65,1711,242
0.00,359.43,1711,243
0.00,0.21,1695,242
0.00,1.03,1711,243
0.00,1.85,1711,243
90.00,88.73,1960,236
90.00,89.52,1960,238
90.00,90.31,1960,236
90.00,91.11,1944,238
90.00,91.90,1960,239
270.00,268.34,760,238
270.00,269.13,760,240
270.00,269.92,760,237
270.00,270.71,760,236
270.00,271.50,760,237
0.00,1.51,1711,244
180.00,178.07,1244,241
180.00,178.89,1244,241
180.00,179.71,1244,240
180.00,180.46,1244,235
180.00,181.26,714,232
270.00,268.06,761,238
270.00,268.86,761,236
270.00,269.65,761,235
270.00,270.45,761,233
270.00,271.24,761,238
0.00,358.04,1774,240
0.00,1.03,1758,240
90.00,88.77,1961,238
90.00,89.56,1961,236
90.00,90.35,1961,238
90.00,91.14,1961,237
90.00,91.92,1961,238
180.00,178.53,1244,241
180.00,179.35,1244,243
180.00,180.17,1244,238
180.00,180.96,1244,227
180.00,181.74,667,228
0.00,358.52,60676,31
270.00,270.73,792,234
0.00,358.72,1711,242
0.00,359.51,1711,241
0.00,0.29,1711,240
0.00,1.08,1711,243
0.00,1.87,1711,242
180.00,178.66,1243,239
180.00,179.44,1243,240
180.00,180.22,1228,238
180.00,181.05,714,232
180.00,181.87,573,227
270.00,268.13,760,237
270.00,268.91,760,239
270.00,269.70,760,237
270.00,270.49,760,234
270.00,271.28,760,237
0.00,358.86,1758,239
0.00,1.78,1742,238
90.00,88.63,1960,238
90.00,89.39,1960,239
90.00,90.14,1960,237
90.00,90.90,1960,235
90.00,91.66,1960,239
180.00,178.08,1243,240
180.00,178.87,1243,240
180.00,179.66,1243,240
180.00,180.46,1243,234
180.00,181.25,698,230
180.00,182.00,573,225
0.00,1.82,1041,236
0.00,358.61,1711,239
0.00,359.41,1711,242
0.00,0.20,1695,242
0.00,0.99,1695,242
0.00,1.79,1695,241
180.00,178.02,1243,242
180.00,178.81,1228,241
180.00,179.60,1243,240
180.00,180.39,1243,239
180.00,181.18,714,231
180.00,181.97,573,223
270.00,268.41,760,239
270.00,269.21,760,239
270.00,270.00,760,238
270.00,270.79,760,235
270.00,271.59,760,238
0.00,358.94,1758,238
90.00,88.70,1961,237
90.00,89.49,1961,239
90.00,90.27,1961,239
90.00,91.04,1961,238
90.00,91.82,1961,237
180.00,178.04,1244,242
180.00,178.82,1244,239
180.00,179.61,1228,240
180.00,180.40,1244,240
180.00,181.19,730,224
180.00,181.97,667,226
270.00,269.00,1119,226
0.00,358.33,1711,242
0.00,359.12,1711,243
0.00,359.91,1695,242
0.00,0.70,1695,242
0.00,1.49,1695,243
90.00,88.00,1960,238
90.00,88.77,1944,236
90.00,89.54,1960,238
90.00,90.33,1960,236
90.00,91.06,1960,238
90.00,91.79,1960,237
270.00,269.65,56324,219
90.00,90.90,62265,25
270.00,269.89,41230,86
270.00,268.64,760,238
270.00,269.43,760,238
270.00,270.26,760,236
270.00,271.09,760,236
270.00,271.92,760,237
0.00,358.17,1711,241
0.00,358.96,1711,242
0.00,359.75,1711,238
0.00,0.55,1695,243
0.00,1.34,1711,241
90.00,88.25,2022,237
90.00,91.58,2022,236
180.00,178.71,1243,241
180.00,179.50,1228,241
180.00,180.30,1243,237
180.00,181.09,698,232
180.00,181.88,573,225
270.00,268.14,760,235
270.00,268.94,760,239
270.00,269.73,760,240
270.00,270.57,760,234
270.00,271.41,760,237
90.00,89.74,11348,13
90.00,88.14,1960,237
90.00,88.92,1960,237
90.00,89.69,1945,237
90.00,90.47,1960,237
90.00,91.26,1960,238
90.00,89.42,59140,188
270.00,268.48,760,238
270.00,269.28,760,237
270.00,270.07,760,238
270.00,270.89,760,236
270.00,271.71,760,237
0.00,358.36,1711,241
0.00,359.15,1711,242
0.00,359.94,1711,241
0.00,0.73,1711,242
0.00,1.51,1711,242
180.00,178.41,1244,242
180.00,179.20,1244,240
180.00,179.99,1244,240
180.00,180.78,1244,239
180.00,181.57,714,233
270.00,268.57,761,241
270.00,269.39,761,239
270.00,270.21,761,234
270.00,271.03,761,238
270.00,271.85,761,237
0.00,358.37,1711,240
0.00,359.20,1711,239
0.00,0.03,1711,242
0.00,0.86,1711,241
0.00,1.69,1711,243
90.00,88.77,1960,237
90.00,89.56,1945,236
90.00,90.35,1960,237
90.00,91.15,1960,237
90.00,91.94,1945,237
270.00,270.48,46094,72
270.00,268.72,760,238
270.00,269.52,760,237
270.00,270.31,760,235
270.00,271.11,760,237
270.00,271.86,760,238
0.00,358.51,1711,242
0.00,359.35,1711,242
0.00,0.19,1695,241
0.00,1.02,1711,242
0.00,1.86,1711,242
180.00,179.86,2007,235
180.00,178.44,1243,240
180.00,179.24,1243,238
180.00,180.03,1228,238
180.00,180.82,1243,231
180.00,181.62,698,229
0.00,358.23,1711,242
0.00,359.02,1711,241
0.00,359.83,1695,243
0.00,0.63,1695,242
0.00,1.44,1695,241
90.00,88.46,1960,237
90.00,89.25,1944,236
90.00,90.03,1960,239
90.00,90.82,1960,238
90.00,91.61,1960,240
270.00,268.33,760,236
270.00,269.12,760,239
270.00,269.91,760,235
270.00,270.70,760,236
270.00,271.49,760,237
0.00,358.02,1711,240
0.00,358.78,1711,241
0.00,359.57,1711,241
0.00,0.37,1695,242
0.00,1.17,1695,243
0.00,1.97,1711,243
270.00,268.72,2069,236
180.00,178.67,1243,242
180.00,179.47,1243,241
180.00,180.27,1212,237
180.00,181.07,713,229
180.00,181.87,573,223
0.00,0.01,60675,54
0.00,358.47,1711,243
0.00,359.24,1711,241
0.00,359.99,1711,241
0.00,0.82,1711,242
0.00,1.66,1711,243
90.00,88.17,1960,238
90.00,88.96,1960,238
90.00,89.76,1945,238
90.00,90.55,1945,236
90.00,91.35,1960,239
270.00,268.38,761,239
270.00,269.18,760,239
270.00,269.97,760,239
270.00,270.77,760,236
270.00,271.56,760,238
0.00,358.63,1711,243
0.00,359.40,1711,241
0.00,0.18,1711,242
0.00,0.97,1711,243
0.00,1.76,1711,242
180.00,178.49,1243,240
180.00,179.28,1243,240
180.00,180.07,1243,240
180.00,180.90,1259,225
180.00,181.74,698,225
270.00,268.44,760,237
270.00,269.23,760,237
270.00,270.02,760,236
270.00,270.81,760,237
270.00,271.60,760,238
0.00,358.84,1788,241
90.00,88.40,1960,236
90.00,89.19,1960,238
90.00,89.98,1960,238
90.00,90.77,1944,236
90.00,91.55,1960,238
180.00,178.52,1243,242
180.00,179.31,1243,241
180.00,180.13,1243,238
270.00,268.01,760,240
270.00,268.80,760,240
270.00,269.60,760,237
270.00,270.39,760,236
270.00,271.18,760,238
270.00,271.97,760,236
0.00,358.37,1726,240
0.00,359.15,1711,241
0.00,359.93,1711,242
0.00,0.72,1711,244
0.00,1.55,1711,243
180.00,178.72,1243,242
180.00,179.50,1243,241
180.00,180.26,1243,238
180.00,181.06,713,230
180.00,181.85,589,223
270.00,268.01,760,238
270.00,268.80,760,240
270.00,269.59,760,240
270.00,270.38,760,235
270.00,271.17,760,237
270.00,271.96,760,237
90.00,88.26,1960,236
90.00,89.05,1944,237
90.00,89.85,1960,238
90.00,90.64,1944,238
90.00,91.44,1960,237
180.00,178.21,1243,240
180.00,179.04,1243,241
180.00,179.87,1243,239
180.00,180.66,1228,233
180.00,181.47,713,232
180.00,181.36,60930,249
0.00,358.69,1711,243
0.00,359.48,1711,241
0.00,0.26,1695,242
0.00,1.05,1711,242
0.00,1.84,1711,242
90.00,88.35,1960,238
90.00,89.14,1945,237
90.00,89.92,1960,238
90.00,90.71,1945,237
90.00,91.50,1960,237
270.00,268.60,59142,66
180.00,181.45,1306,243
270.00,268.24,760,236
270.00,269.02,760,238
270.00,269.81,760,238
270.00,270.60,760,234
270.00,271.39,760,238
0.00,358.23,1711,242
0.00,359.02,1711,242
0.00,359.81,1695,242
0.00,0.60,1695,243
0.00,1.39,1695,243
180.00,181.90,2053,237
180.00,178.34,1243,241
180.00,179.13,1243,241
180.00,179.92,1243,240
180.00,180.71,1243,227
180.00,181.53,666,227
270.00,269.89,775,239
0.00,358.10,60419,23
0.00,358.75,1711,241
0.00,359.55,1711,241
0.00,0.34,1695,243
0.00,1.13,1695,242
0.00,1.93,1711,242
90.00,88.02,1960,237
90.00,88.81,1960,237
90.00,89.59,1960,239
90.00,90.37,1960,237
90.00,91.16,1960,237
90.00,91.94,1960,237
270.00,269.21,59910,250
270.00,268.41,760,238
270.00,269.21,760,238
270.00,270.00,744,236
270.00,270.79,760,236
270.00,271.59,760,236
0.00,358.41,1711,241
0.00,359.20,1711,241
0.00,359.99,1695,243
0.00,0.78,1711,243
0.00,1.57,1711,243
90.00,88.19,1960,237
90.00,88.98,1960,237
180.00,178.03,1228,242
180.00,178.81,1243,242
180.00,179.60,1243,240
180.00,180.39,1243,237
180.00,181.17,713,228
180.00,181.96,557,227
270.00,270.79,807,236
0.00,358.12,1711,241
0.00,358.91,1711,241
0.00,359.71,1711,241
0.00,0.50,1711,241
0.00,1.29,1711,241
90.00,88.56,1944,239
90.00,89.38,1960,239
90.00,90.18,1944,238
90.00,90.98,1960,237
90.00,91.79,1960,238
270.00,269.48,56324,219
270.00,269.19,30714,5
270.00,268.81,760,238
270.00,269.64,760,237
270.00,270.47,760,236
270.00,271.30,760,236
0.00,358.63,1711,241
0.00,359.42,1711,241
0.00,0.22,1711,242
0.00,1.01,1711,243
0.00,1.80,1711,240
90.00,88.65,2007,236
90.00,91.13,1960,237
180.00,178.40,1243,242
180.00,179.20,1243,242
180.00,179.99,1243,239
180.00,180.79,713,228
180.00,181.58,667,223
0.00,358.87,60931,39
0.00,358.35,1711,242
0.00,359.15,1711,242
0.00,359.94,1711,240
0.00,0.74,1711,243
0.00,1.53,1711,243
90.00,90.21,60680,146
90.00,88.05,1960,238
90.00,88.86,1944,237
90.00,89.66,1960,237
90.00,90.47,1960,236
90.00,91.26,1960,237
270.00,268.35,760,238
270.00,269.14,760,237
270.00,269.93,760,237
270.00,270.76,760,236
270.00,271.60,760,238
0.00,358.66,1711,241
0.00,359.45,1711,241
0.00,0.24,1711,242
0.00,1.03,1711,243
0.00,1.81,1711,244
270.00,269.10,2007,235
180.00,178.26,1243,242
180.00,179.05,1228,243
180.00,179.84,1228,240
180.00,180.62,1243,229
180.00,181.41,713,229
270.00,269.78,931,238
0.00,0.30,1087,230
0.00,358.24,1711,241
0.00,359.02,1711,242
0.00,359.81,1711,241
0.00,0.60,1711,244
0.00,1.39,1711,241
90.00,88.74,1960,237
90.00,89.53,1960,236
90.00,90.32,1944,237
90.00,91.11,1944,236
90.00,91.90,1960,237
270.00,270.42,1196,243
270.00,268.67,760,238
270.00,269.48,760,238
270.00,270.29,760,235
270.00,271.04,760,236
270.00,271.87,760,236
0.00,358.20,1711,239
0.00,359.00,1711,242
0.00,359.81,1695,240
0.00,0.61,1695,242
0.00,1.42,1711,241
90.00,90.75,2007,236
180.00,178.75,1243,238
180.00,179.54,1243,240
180.00,180.33,1243,238
180.00,181.13,713,228
180.00,181.92,635,223
270.00,268.37,760,239
270.00,269.16,760,238
270.00,269.95,760,236
270.00,270.75,760,238
270.00,271.54,760,237
0.00,358.52,1711,241
0.00,359.33,1711,240
0.00,0.14,1711,241
0.00,0.96,1695,242
0.00,1.77,1711,244
90.00,88.01,1944,238
90.00,88.79,1960,238
90.00,89.58,1960,236
90.00,90.37,1960,237
90.00,91.16,1960,237
90.00,91.94,1960,238
270.00,268.71,760,237
270.00,269.50,760,238
270.00,270.29,760,236
270.00,271.07,760,239
270.00,271.86,760,239
0.00,358.70,1710,243
0.00,359.53,1710,240
0.00,0.32,1710,241
0.00,1.11,1710,242
0.00,1.89,1710,241
180.00,178.02,1243,240
180.00,178.81,1243,240
180.00,179.59,1243,240
180.00,180.38,1227,238
180.00,181.17,713,231
180.00,181.96,573,224
270.00,268.24,760,238
270.00,269.03,760,240
270.00,269.82,760,236
270.00,270.61,760,237
270.00,271.40,760,236
90.00,89.49,1788,243
90.00,88.52,1960,238
90.00,89.32,1960,238
90.00,90.11,1960,238
90.00,90.91,1960,237
90.00,91.71,1960,238
180.00,178.08,1243,242
180.00,178.83,1243,242
180.00,179.65,1227,239
180.00,180.46,1243,235
180.00,181.28,729,232
0.00,358.48,1711,243
0.00,359.23,1711,241
0.00,359.98,1711,242
0.00,0.77,1711,242
0.00,1.59,1711,240
90.00,88.66,1944,238
90.00,89.45,1944,237
90.00,90.24,1944,236
90.00,91.02,1944,238
90.00,91.81,1960,238
180.00,179.70,1336,241
270.00,268.55,760,238
270.00,269.34,744,239
270.00,270.13,760,236
270.00,270.92,760,238
270.00,271.71,760,235
180.00,179.12,39906,9
90.00,88.24,1960,237
90.00,89.02,1960,237
90.00,89.81,1960,236
90.00,90.60,1960,239
90.00,91.39,1944,238
180.00,178.29,1243,240
180.00,179.11,1243,239
180.00,179.93,1243,240
180.00,180.76,1243,226
180.00,181.56,666,226
90.00,91.45,63723,2
0.00,358.27,1711,240
0.00,359.06,1711,240
0.00,359.85,1711,240
0.00,0.64,1711,243
0.00,1.43,1711,242
90.00,88.19,1960,237
90.00,88.98,1960,239
90.00,89.77,1960,237
90.00,90.56,1944,236
90.00,91.35,1960,239
270.00,271.65,1305,243
0.00,359.44,12265,4
270.00,268.77,760,237
270.00,269.56,760,236
270.00,270.35,760,235
270.00,271.14,760,237
270.00,271.93,760,237
0.00,358.47,1710,242
0.00,359.26,1710,241
0.00,0.05,1710,240
0.00,0.85,1710,242
0.00,1.64,1710,241
180.00,178.22,1243,241
180.00,179.02,1243,242
180.00,179.81,1243,238
180.00,180.60,1243,226
180.00,181.39,682,226
270.00,268.16,760,238
270.00,268.95,760,238
270.00,269.74,760,238
270.00,270.53,760,236
270.00,271.32,760,239
0.00,359.57,58116,25
180.00,178.76,1243,240
180.00,179.54,1243,239
180.00,180.33,1243,237
180.00,181.12,713,233
180.00,181.91,573,225
270.00,268.72,744,237
270.00,269.57,760,238
270.00,270.41,760,235
270.00,271.25,760,236
90.00,91.01,1742,241
90.00,88.71,1960,238
90.00,89.54,1960,238
90.00,90.29,1960,237
90.00,91.04,1960,236
90.00,91.78,1960,238
90.00,89.10,3601,63
270.00,268.17,760,238
270.00,268.98,760,239
270.00,269.78,760,236
270.00,270.59,760,233
270.00,271.40,760,237
0.00,358.06,1726,242
0.00,358.85,1711,242
0.00,359.64,1711,241
0.00,0.43,1711,243
0.00,1.22,1711,243
180.00,178.09,1243,243
180.00,178.89,1227,240
180.00,179.68,1227,239
180.00,180.47,1243,238
180.00,181.26,713,229
270.00,268.33,760,239
270.00,269.17,760,238
270.00,270.01,760,237
270.00,270.84,760,236
270.00,271.68,760,237
90.00,90.69,1742,243
90.00,88.52,1960,239
90.00,89.28,1960,238
90.00,90.04,1960,235
90.00,90.83,1944,238
90.00,91.60,1960,239
270.00,270.05,53774,82
270.00,268.53,760,238
270.00,269.32,760,240
270.00,270.18,760,236
270.00,271.05,760,236
270.00,271.91,760,238
0.00,358.20,1710,243
0.00,359.00,1710,241
0.00,359.79,1710,241
0.00,0.58,1726,241
0.00,1.37,1710,243
270.00,268.03,60424,21
180.00,178.48,1243,240
180.00,179.27,1243,241
180.00,180.06,1243,239
180.00,180.85,729,226
180.00,181.64,635,222
270.00,268.32,760,237
270.00,269.13,760,239
270.00,269.93,760,238
270.00,270.72,760,234
270.00,271.54,760,237
0.00,0.93,59653,134
90.00,88.51,1960,239
90.00,89.30,1960,236
90.00,90.10,1960,238
90.00,90.89,1944,238
90.00,91.68,1960,239
180.00,178.59,1243,241
180.00,179.38,1227,242
180.00,180.17,1227,237
180.00,180.97,713,230
180.00,181.76,604,222
0.00,358.08,1711,242
0.00,358.88,1711,241
0.00,359.67,1711,241
0.00,0.46,1711,242
0.00,1.26,1711,241
90.00,88.65,1960,237
90.00,89.44,1960,237
90.00,90.23,1960,237
90.00,91.03,1960,238
90.00,91.82,1960,236
180.00,178.74,1243,242
180.00,179.53,1243,240
180.00,180.32,1243,241
180.00,181.11,1243,234
180.00,181.91,698,230
270.00,268.42,760,237
270.00,269.21,760,237
270.00,269.99,760,235
270.00,270.78,760,237
270.00,271.57,760,238
90.00,88.22,1960,240
90.00,89.01,1960,238
90.00,89.80,1960,238
90.00,90.59,1944,236
90.00,91.38,1960,238
180.00,178.53,1243,241
180.00,179.32,1243,240
180.00,180.11,1243,240
180.00,180.90,1243,226
180.00,181.68,682,227
270.00,268.70,1274,245
0.00,359.63,57860,92
0.00,358.77,1710,241
0.00,359.57,1710,241
0.00,0.37,1695,242
0.00,1.18,1695,240
0.00,1.98,1710,242
180.00,178.05,1243,241
180.00,178.84,1243,240
180.00,179.62,1227,239
180.00,180.41,1243,241
180.00,181.20,1243,229
180.00,181.99,666,226
270.00,268.09,760,237
270.00,268.88,760,238
270.00,269.67,760,240
270.00,270.46,760,234
270.00,271.25,760,237
90.00,88.58,1960,237
90.00,89.37,1960,237
90.00,90.17,1960,236
90.00,90.96,1944,238
90.00,91.75,1960,237
180.00,178.20,1243,240
180.00,179.03,1243,242
180.00,179.87,1243,238
180.00,180.70,1258,224
180.00,181.54,666,225
270.00,269.77,1274,243
0.00,359.91,60676,217
270.00,269.86,775,237
0.00,358.61,1711,238
0.00,359.39,1711,242
0.00,0.18,1711,241
0.00,1.00,1711,241
0.00,1.83,1711,243
90.00,88.56,1960,238
90.00,89.35,1960,238
90.00,90.15,1960,238
90.00,90.94,1960,238
90.00,91.73,1960,237
180.00,178.70,1243,243
180.00,179.50,1227,241
180.00,180.29,1243,238
180.00,181.09,713,233
180.00,181.88,588,221
270.00,268.47,760,236
270.00,269.26,760,237
270.00,270.05,760,236
270.00,270.84,760,237
270.00,271.62,760,238
0.00,1.34,11534,15
90.00,88.10,1960,239
90.00,88.89,1960,236
90.00,89.68,1944,237
90.00,90.47,1960,237
90.00,91.26,1960,238
180.00,178.20,1243,240
180.00,179.03,1243,241
180.00,179.86,1227,241
180.00,180.67,1243,236
180.00,181.49,713,235
0.00,358.22,1710,240
0.00,359.00,1710,241
0.00,359.79,1710,241
0.00,0.57,1710,242
0.00,1.36,1710,243
90.00,88.23,1960,237
90.00,89.02,1960,237
90.00,89.81,1960,236
90.00,90.60,1960,238
90.00,91.40,1944,238
90.00,91.15,62217,203
270.00,268.17,760,240
270.00,268.96,760,238
270.00,269.76,760,239
270.00,270.55,760,235
270.00,271.35,760,236
0.00,358.69,1710,241
0.00,359.48,1710,241
0.00,0.28,1710,241
0.00,1.07,1710,242
0.00,1.82,1710,241
90.00,88.23,1960,239
90.00,89.02,1960,237
90.00,89.81,1960,240
90.00,90.60,1960,240
90.00,91.39,1960,238
180.00,178.49,1243,240
180.00,179.31,1243,239
180.00,180.13,1243,241
180.00,180.93,713,230
180.00,181.76,635,223
0.00,358.03,1710,241
0.00,358.82,1710,242
0.00,359.61,1710,243
0.00,0.39,1710,242
0.00,1.18,1710,242
0.00,1.97,1710,243
90.00,88.12,1960,238
90.00,88.91,1960,237
90.00,89.70,1960,237
90.00,90.49,1944,237
90.00,91.28,1960,239
270.00,268.19,760,236
270.00,268.98,760,237
270.00,269.77,760,237
270.00,270.56,760,236
270.00,271.36,760,238
0.00,358.53,1710,239
0.00,359.32,1710,241
0.00,0.11,1695,243
0.00,0.90,1710,243
0.00,1.69,1710,243
180.00,178.42,1243,241
180.00,179.21,1243,238
180.00,180.00,1227,237
180.00,180.79,1243,235
180.00,181.58,713,233
270.00,268.38,760,238
270.00,269.17,744,239
270.00,269.96,760,239
270.00,270.75,760,235
270.00,271.54,760,238
0.00,359.92,58629,41
90.00,89.75,1742,240
90.00,88.17,1960,236
90.00,88.96,1960,238
90.00,89.75,1960,236
90.00,90.55,1944,238
90.00,91.34,1960,238
180.00,178.66,1242,240
180.00,179.46,1242,240
180.00,180.25,1242,239
180.00,181.05,728,228
180.00,181.84,603,222
270.00,268.21,744,235
270.00,269.07,759,239
270.00,269.94,759,237
270.00,270.80,759,238
270.00,271.66,744,238
0.00,358.39,1710,240
0.00,359.18,1710,240
0.00,359.98,1710,241
0.00,0.77,1710,241
0.00,1.56,1710,242
180.00,178.20,1242,241
180.00,178.98,1242,242
180.00,179.77,1242,239
180.00,180.56,1242,234
180.00,181.35,713,230
270.00,268.68,759,239
270.00,269.47,759,238
270.00,270.29,759,238
270.00,271.11,759,236
270.00,271.93,759,235
0.00,358.46,1725,243
0.00,0.10,1725,242
0.00,1.75,1710,242
90.00,88.24,1960,237
90.00,89.03,1960,239
90.00,89.82,1960,236
90.00,90.61,1944,238
90.00,91.40,1944,240
270.00,268.41,760,236
270.00,269.20,760,240
270.00,270.00,760,235
270.00,270.86,760,237
270.00,271.72,760,238
0.00,358.39,1710,242
0.00,359.19,1710,241
0.00,359.98,1710,242
0.00,0.77,1710,242
0.00,1.56,1710,242
270.00,268.58,60424,5
180.00,178.32,1243,242
180.00,179.11,1243,240
180.00,179.90,1243,240
180.00,180.70,1243,234
180.00,181.49,713,231
270.00,268.06,760,240
270.00,268.87,760,239
270.00,269.67,760,238
270.00,270.48,760,236
270.00,271.24,760,238
0.00,1.28,59653,181
180.00,181.35,712,235
90.00,88.35,1960,239
90.00,89.14,1960,237
90.00,89.93,1960,238
90.00,90.72,1960,239
90.00,91.51,1960,239
180.00,178.16,1243,239
180.00,178.95,1227,242
180.00,179.74,1243,239
180.00,180.53,1243,228
180.00,181.33,713,227
270.00,271.72,760,239
0.00,358.41,1710,240
0.00,359.22,1710,242
0.00,0.03,1710,240
0.00,0.83,1710,243
0.00,1.64,1710,241
0.00,358.95,60423,214
180.00,178.66,1242,242
180.00,179.44,1242,241
180.00,180.23,1242,240
180.00,181.02,1242,232
180.00,181.80,713,228
270.00,268.56,759,237
270.00,269.35,759,238
270.00,270.14,759,236
270.00,270.92,759,237
270.00,271.71,744,237
0.00,358.22,62208,122
90.00,88.06,1959,238
90.00,88.85,1959,237
90.00,89.64,1959,239
90.00,90.43,1943,237
90.00,91.23,1959,237
180.00,178.21,1242,240
270.00,268.59,759,239
270.00,269.38,759,239
270.00,270.18,759,238
270.00,270.97,759,238
270.00,271.77,759,238
0.00,358.07,1710,240
0.00,358.81,1710,241
0.00,359.56,1710,243
0.00,0.37,1710,243
0.00,1.17,1710,242
0.00,1.98,1710,240
270.00,269.23,60679,167
180.00,178.20,1242,242
180.00,178.99,1242,242
180.00,179.79,1227,240
180.00,180.60,1242,229
180.00,181.40,713,228
270.00,268.41,760,238
270.00,269.21,760,238
270.00,270.00,760,236
270.00,270.79,760,237
270.00,271.58,760,241
0.00,358.07,1695,229
90.00,88.09,1960,238
90.00,88.88,1960,237
90.00,89.67,1960,237
90.00,90.47,1960,237
90.00,91.26,1944,237
180.00,178.53,1227,240
180.00,179.32,1243,241
180.00,180.14,1243,235
180.00,180.96,713,232
180.00,181.78,588,222
270.00,270.41,1289,241
0.00,0.09,60676,94
0.00,358.52,884,236
0.00,358.71,1710,242
0.00,359.46,1710,241
0.00,0.21,1710,240
0.00,1.04,1710,241
0.00,1.87,1710,240
90.00,88.22,1959,238
90.00,89.01,1959,237
90.00,89.80,1959,238
90.00,90.59,1959,239
90.00,91.37,1944,239
180.00,181.56,1320,244
180.00,180.61,1211,238
180.00,181.40,713,231
270.00,268.77,759,239
270.00,269.56,759,238
