alvo,angle,distance,intensity
180.00,179.03,1240,238
180.00,179.82,1240,237
180.00,180.61,1240,227
180.00,181.41,695,226
270.00,268.35,757,236
270.00,269.14,757,237
270.00,269.93,757,237
270.00,270.71,757,238
270.00,271.50,757,238
90.00,89.27,48366,6
90.00,88.47,1942,238
90.00,89.25,1942,237
90.00,90.04,1942,237
90.00,90.83,1957,239
90.00,91.62,1957,238
180.00,178.45,1240,239
270.00,271.91,711,230
270.00,268.56,757,237
270.00,269.35,757,238
270.00,270.14,757,239
270.00,270.93,757,236
270.00,271.72,757,239
0.00,358.38,1708,240
0.00,359.17,1708,241
0.00,359.96,1708,241
0.00,0.75,1708,240
0.00,1.54,1708,242
270.00,269.27,60423,181
180.00,178.67,1225,239
180.00,179.48,1225,239
180.00,180.30,1241,237
180.00,181.11,726,227
180.00,181.93,664,223
270.00,268.56,757,238
270.00,269.35,757,240
270.00,270.14,757,238
270.00,270.93,742,238
270.00,271.72,757,238
180.00,179.95,133,242
180.00,181.92,61702,187
90.00,88.66,1957,237
90.00,89.45,1957,237
90.00,90.25,1957,239
90.00,91.04,1957,237
90.00,91.83,1957,236
270.00,268.57,757,238
270.00,269.37,757,238
270.00,270.16,757,239
270.00,270.96,757,239
270.00,271.75,757,237
0.00,358.03,1723,241
0.00,358.77,1708,241
0.00,359.52,1708,240
0.00,0.31,1708,240
0.00,1.14,1708,240
0.00,1.96,1708,240
180.00,178.34,1240,241
180.00,179.13,1240,238
180.00,179.91,1240,240
180.00,180.73,1240,226
180.00,181.56,695,225
270.00,268.15,757,238
270.00,268.93,757,237
270.00,269.72,757,236
270.00,270.50,757,238
270.00,271.29,757,237
90.00,91.51,1443,234
180.00,180.29,1552,227
270.00,269.07,33164,211
0.00,1.33,1770,243
90.00,88.42,1957,237
90.00,89.20,1957,238
90.00,89.99,1957,237
90.00,90.78,1957,238
90.00,91.57,1957,238
180.00,178.51,1224,242
180.00,179.32,1224,240
180.00,180.15,1224,237
180.00,180.97,726,228
180.00,181.78,663,221
270.00,270.15,695,231
0.00,1.24,24565,32
0.00,358.78,1708,241
0.00,359.57,1708,241
0.00,0.36,1692,242
0.00,1.15,1708,241
0.00,1.97,1708,241
90.00,88.23,1957,240
90.00,89.02,1957,237
90.00,89.81,1957,239
90.00,90.60,1957,238
90.00,91.39,1957,237
270.00,268.05,1303,242
270.00,268.60,757,239
270.00,269.40,757,239
270.00,270.19,757,237
270.00,270.99,757,238
270.00,271.78,757,239
90.00,88.56,1958,237
90.00,89.36,1958,236
90.00,90.15,1958,238
90.00,90.95,1958,237
90.00,91.74,1958,239
180.00,178.02,1241,242
180.00,178.77,1241,238
180.00,179.53,1225,239
180.00,180.29,1241,236
180.00,181.08,711,233
180.00,181.90,571,226
270.00,271.53,1287,242
90.00,89.37,1069,238
0.00,358.51,1724,240
0.00,359.30,1708,240
0.00,0.09,1708,242
0.00,0.87,1708,240
0.00,1.66,1708,244
90.00,88.13,1957,239
90.00,88.92,1957,238
90.00,89.71,1957,239
90.00,90.51,1957,239
90.00,91.30,1942,236
0.00,358.24,1739,225
270.00,268.06,757,237
270.00,268.85,757,239
270.00,269.63,757,240
270.00,270.42,757,238
270.00,271.21,757,237
270.00,272.00,757,239
90.00,88.11,1957,238
90.00,88.94,1957,238
90.00,89.74,1957,237
90.00,90.55,1957,237
90.00,91.35,1957,237
270.00,269.41,1349,244
180.00,178.58,1240,240
180.00,179.37,1240,238
180.00,180.15,1224,238
180.00,180.94,710,230
180.00,181.73,632,225
0.00,358.72,1708,240
0.00,359.52,1708,242
0.00,0.31,1708,241
0.00,1.11,1708,240
0.00,1.90,1723,241
90.00,88.17,1957,236
90.00,88.96,1957,236
90.00,89.71,1957,237
90.00,90.46,1957,237
90.00,91.22,1957,238
90.00,91.97,1957,240
270.00,268.02,757,236
270.00,268.82,757,238
270.00,269.64,757,239
270.00,270.46,757,238
270.00,271.28,757,239
0.00,0.33,1708,240
90.00,88.64,1957,240
90.00,89.43,1957,237
90.00,90.22,1957,239
90.00,90.97,1957,238
90.00,91.72,1957,239
180.00,178.47,1240,240
180.00,179.26,1240,239
180.00,180.05,1240,239
180.00,180.84,1240,231
180.00,181.62,695,228
0.00,358.11,1708,240
0.00,358.90,1724,241
0.00,359.68,1708,240
0.00,0.47,1708,241
0.00,1.25,1724,241
90.00,88.21,1957,236
90.00,88.99,1957,238
90.00,89.77,1957,238
90.00,90.56,1957,239
90.00,91.35,1957,238
270.00,269.43,1240,243
270.00,268.06,757,236
270.00,268.87,757,238
270.00,269.70,757,238
270.00,270.52,757,239
270.00,271.33,757,240
0.00,0.06,1739,240
90.00,88.26,1957,239
90.00,89.04,1957,237
90.00,89.83,1957,237
90.00,90.62,1957,238
90.00,91.37,1957,238
180.00,178.49,1240,238
180.00,179.28,1240,237
180.00,180.08,1240,241
180.00,180.87,726,226
180.00,181.66,663,225
0.00,358.75,1708,241
0.00,359.54,1708,243
0.00,0.33,1708,243
0.00,1.13,1708,239
0.00,1.92,1708,240
90.00,88.53,1957,238
90.00,89.32,1957,238
90.00,90.11,1941,237
90.00,90.90,1957,238
90.00,91.69,1941,238
180.00,179.95,2128,239
270.00,268.10,757,237
270.00,268.89,757,239
270.00,269.68,757,241
270.00,270.47,757,237
270.00,271.26,757,236
0.00,358.13,1708,239
0.00,358.92,1708,241
0.00,359.71,1708,241
0.00,0.50,1708,241
0.00,1.29,1708,244
0.00,0.93,3594,17
180.00,178.34,1240,242
180.00,179.12,1240,239
180.00,179.91,1224,238
180.00,180.70,1240,237
180.00,181.49,726,234
270.00,270.11,788,237
0.00,358.20,1723,241
0.00,359.01,1708,241
0.00,359.83,1708,240
0.00,0.64,1708,240
0.00,1.46,1723,241
90.00,88.56,1957,237
90.00,89.35,1957,238
90.00,90.14,1957,238
90.00,90.93,1957,239
90.00,91.72,1957,238
90.00,91.77,61956,169
270.00,268.33,757,236
270.00,269.12,757,237
270.00,269.91,757,238
270.00,270.71,757,238
270.00,271.50,757,238
0.00,358.35,1723,241
0.00,359.11,1708,241
0.00,359.94,1708,242
0.00,0.78,1708,242
0.00,1.61,1708,242
270.00,268.86,11348,15
180.00,178.43,1240,239
180.00,179.22,1240,241
180.00,180.02,1224,240
180.00,180.81,726,229
180.00,181.61,632,223
0.00,358.50,1707,241
0.00,359.28,1707,239
0.00,0.07,1707,241
0.00,0.88,1707,239
0.00,1.69,1707,241
90.00,88.09,1957,237
90.00,88.88,1957,237
90.00,89.68,1957,237
90.00,90.47,1957,238
90.00,91.26,1957,236
270.00,268.01,757,237
270.00,268.79,757,236
270.00,269.58,757,238
270.00,270.37,757,237
270.00,271.16,757,237
270.00,271.94,757,237
0.00,358.67,1707,240
0.00,359.45,1707,241
0.00,0.27,1707,240
0.00,1.06,1707,242
0.00,1.85,1707,241
180.00,178.69,1240,241
180.00,179.52,1240,241
180.00,180.30,1240,239
180.00,181.07,1256,224
180.00,181.85,663,225
90.00,89.59,49372,3
0.00,358.49,1723,240
0.00,359.24,1723,240
0.00,0.00,1708,241
0.00,0.79,1708,242
0.00,1.58,1708,240
90.00,88.46,1957,238
90.00,89.25,1957,236
90.00,90.04,1957,238
90.00,90.83,1957,239
90.00,91.62,1957,239
270.00,268.54,757,237
270.00,269.33,757,237
270.00,270.13,757,236
270.00,270.92,757,240
270.00,271.72,757,237
0.00,358.40,1708,241
0.00,359.19,1724,239
0.00,359.99,1692,242
0.00,0.78,1708,239
0.00,1.54,1708,241
90.00,89.38,2378,235
180.00,178.27,1240,239
180.00,179.06,1240,239
180.00,179.85,1240,238
180.00,180.64,1240,233
180.00,181.46,695,229
270.00,268.52,757,237
270.00,269.31,757,240
270.00,270.10,757,239
270.00,270.89,757,239
270.00,271.68,757,238
0.00,1.35,1567,223
0.00,0.42,1770,239
90.00,88.60,1957,237
90.00,89.39,1957,239
90.00,90.19,1957,238
90.00,90.98,1957,238
90.00,91.77,1957,237
180.00,178.29,1240,240
180.00,179.07,1240,238
180.00,179.86,1240,238
180.00,180.65,1240,231
180.00,181.44,710,229
0.00,358.74,21882,191
270.00,269.67,804,238
0.00,358.24,1707,242
0.00,359.03,1723,240
0.00,359.82,1707,241
0.00,0.61,1707,241
0.00,1.40,1707,241
90.00,88.17,1957,239
180.00,178.62,1240,240
180.00,179.42,1240,240
180.00,180.21,1240,238
180.00,181.01,1240,231
180.00,181.80,694,229
270.00,268.38,757,238
270.00,269.17,757,237
270.00,269.96,757,238
270.00,270.75,757,240
270.00,271.54,757,237
0.00,0.24,991,228
90.00,90.51,1692,231
0.00,359.15,1754,237
0.00,1.99,8176,6
270.00,271.22,1271,220
180.00,178.47,1240,240
180.00,179.27,1240,239
180.00,180.06,1240,239
180.00,180.85,1240,232
180.00,181.65,710,229
270.00,268.52,757,237
0.00,358.43,1707,241
0.00,359.22,1707,241
0.00,0.02,1707,241
0.00,0.81,1707,241
0.00,1.60,1707,242
90.00,88.65,1957,238
90.00,89.44,1957,238
90.00,90.23,1957,240
90.00,91.00,1957,239
90.00,91.76,1957,238
270.00,268.72,757,238
270.00,269.51,757,240
270.00,270.33,757,239
270.00,271.14,757,236
270.00,271.96,757,237
0.00,358.56,1708,241
0.00,359.35,1724,242
0.00,0.14,1708,239
0.00,0.94,1708,241
0.00,1.73,1708,242
180.00,178.13,1240,241
180.00,178.92,1240,241
180.00,179.71,1224,237
180.00,180.51,1240,237
180.00,181.30,710,228
0.00,358.70,1707,240
0.00,359.49,1707,240
0.00,0.28,1707,240
0.00,1.07,1692,241
0.00,1.87,1707,240
90.00,88.69,1957,238
90.00,89.48,1957,239
90.00,90.28,1957,238
90.00,91.07,1957,236
90.00,91.83,1957,239
270.00,268.67,757,237
270.00,269.48,757,238
270.00,270.28,757,238
270.00,271.07,757,236
270.00,271.89,757,238
90.00,88.06,1957,238
90.00,88.85,1957,236
90.00,89.64,1957,238
90.00,90.43,1957,238
90.00,91.22,1957,238
180.00,178.16,1240,240
180.00,178.95,1224,242
180.00,179.74,1240,241
180.00,180.53,1240,230
180.00,181.33,710,227
0.00,358.12,1708,241
0.00,358.91,1708,240
0.00,359.70,1708,242
0.00,0.49,1692,243
0.00,1.28,1692,240
90.00,88.21,1957,239
90.00,89.00,1957,238
90.00,89.79,1957,238
90.00,90.58,1941,237
90.00,91.36,1957,239
90.00,89.63,47603,4
270.00,268.59,757,238
270.00,269.38,757,240
270.00,270.17,757,237
270.00,270.96,757,240
270.00,271.79,757,238
0.00,358.67,1708,243
0.00,359.50,1708,242
0.00,0.32,1692,242
0.00,1.15,1708,242
0.00,1.98,1708,239
270.00,268.79,9658,63
180.00,178.06,1240,241
180.00,178.85,1240,240
180.00,179.64,1240,239
180.00,180.43,1240,232
180.00,181.22,710,231
270.00,268.87,928,239
0.00,358.68,1708,239
0.00,359.44,1708,240
0.00,0.26,1708,241
0.00,1.08,1708,240
0.00,1.90,1708,241
90.00,88.73,1957,237
90.00,89.52,1941,236
90.00,90.32,1957,238
90.00,91.11,1957,238
90.00,91.91,1957,236
270.00,271.44,1708,234
270.00,268.32,757,237
270.00,269.11,757,239
270.00,269.90,757,239
270.00,270.70,757,235
270.00,271.49,757,238
0.00,358.37,1707,243
0.00,359.13,1707,241
0.00,359.92,1707,240
0.00,0.73,1707,241
0.00,1.53,1707,241
180.00,180.45,2081,237
180.00,178.19,1240,241
180.00,178.98,1240,240
180.00,179.80,1240,238
180.00,180.62,1240,238
180.00,181.45,710,233
270.00,268.18,757,236
270.00,268.96,757,239
270.00,269.75,757,238
270.00,270.54,757,242
270.00,271.33,757,238
0.00,0.80,1567,239
90.00,88.26,1957,237
90.00,89.05,1957,239
90.00,89.84,1957,237
90.00,90.63,1957,237
90.00,91.42,1957,238
180.00,179.51,1334,242
270.00,268.17,757,237
270.00,268.96,757,238
270.00,269.75,757,239
270.00,270.54,757,240
270.00,271.33,757,236
0.00,358.25,1708,241
0.00,359.04,1708,242
0.00,359.82,1708,242
0.00,0.61,1708,241
0.00,1.37,1708,242
90.00,88.64,1957,237
90.00,89.44,1957,238
90.00,90.23,1957,239
90.00,91.03,1957,239
90.00,91.82,1957,237
0.00,358.39,61188,216
270.00,268.35,757,236
270.00,269.15,757,239
270.00,269.94,757,237
270.00,270.74,757,238
270.00,271.53,757,239
0.00,0.10,960,226
90.00,88.64,1957,237
90.00,89.43,1957,241
90.00,90.22,1957,240
90.00,91.02,1957,236
90.00,91.81,1957,238
180.00,178.68,1240,240
180.00,179.50,1240,240
180.00,180.32,1224,235
180.00,181.11,710,233
180.00,181.93,601,223
270.00,270.03,882,239
0.00,358.57,1708,240
0.00,359.36,1708,241
0.00,0.15,1692,244
0.00,0.93,1708,243
0.00,1.72,1708,243
90.00,88.67,1957,237
90.00,89.45,1957,238
90.00,90.24,1957,238
90.00,91.03,1957,239
90.00,91.82,1957,239
0.00,1.94,47591,4
270.00,268.09,757,238
270.00,268.88,757,240
270.00,269.66,757,237
270.00,270.45,757,239
270.00,271.24,757,237
90.00,88.48,1957,238
90.00,89.27,1957,238
90.00,90.07,1957,238
90.00,90.86,1957,238
90.00,91.65,1957,238
180.00,178.08,1240,241
180.00,178.87,1240,240
180.00,179.66,1240,238
180.00,180.46,1240,234
180.00,181.25,710,230
0.00,358.70,1380,235
0.00,358.14,1707,242
0.00,358.94,1707,241
0.00,359.73,1707,241
0.00,0.53,1707,242
0.00,1.32,1707,242
90.00,88.34,1957,236
90.00,89.13,1957,237
90.00,89.93,1957,238
90.00,90.72,1957,237
90.00,91.52,1957,238
270.00,268.41,757,238
270.00,269.22,757,237
270.00,270.03,757,238
270.00,270.83,757,237
270.00,271.64,757,240
0.00,358.29,1723,242
0.00,359.08,1707,242
0.00,359.87,1723,239
0.00,0.66,1707,238
0.00,1.45,1707,243
180.00,178.04,1240,243
180.00,178.82,1240,240
180.00,179.61,1240,240
180.00,180.40,1240,236
180.00,181.19,710,232
180.00,181.97,601,223
270.00,268.55,960,240
270.00,268.09,757,237
270.00,268.88,757,239
270.00,269.71,757,237
270.00,270.55,757,240
270.00,271.38,757,238
0.00,0.99,1770,241
90.00,88.76,1957,238
90.00,89.54,1957,239
90.00,90.33,1957,238
90.00,91.09,1957,238
90.00,91.85,1941,239
180.00,178.03,1240,243
180.00,178.82,1240,237
180.00,179.61,1224,237
180.00,180.40,1240,235
180.00,181.19,725,231
180.00,181.99,570,226
270.00,268.33,1411,240
0.00,358.44,1707,241
0.00,359.23,1707,241
0.00,0.02,1723,241
0.00,0.81,1707,240
0.00,1.60,1707,242
90.00,88.21,1957,238
90.00,89.01,1957,238
90.00,89.80,1957,237
90.00,90.60,1957,238
90.00,91.35,1957,238
180.00,181.18,1208,219
270.00,268.30,756,237
270.00,269.09,756,236
270.00,269.88,756,240
270.00,270.70,756,239
270.00,271.52,756,239
0.00,358.32,1707,239
0.00,359.11,1707,239
0.00,359.90,1707,240
0.00,0.70,1707,241
0.00,1.49,1723,242
0.00,0.73,46112,7
90.00,91.58,1957,238
180.00,178.09,1240,241
180.00,178.88,1240,239
180.00,179.67,1240,237
180.00,180.47,1240,232
180.00,181.26,694,230
90.00,91.98,5357,3
0.00,358.06,1707,240
0.00,358.84,1707,240
0.00,359.63,1707,242
0.00,0.42,1707,241
0.00,1.21,1723,239
0.00,1.99,1707,239
90.00,88.42,1957,239
90.00,89.21,1957,236
90.00,90.00,1957,238
90.00,90.79,1957,238
90.00,91.58,1941,238
0.00,0.02,50917,2
270.00,268.16,757,236
270.00,268.96,757,240
270.00,269.75,757,237
270.00,270.54,757,237
270.00,271.37,757,238
90.00,88.14,1957,238
90.00,88.93,1957,238
90.00,89.72,1957,238
90.00,90.51,1957,238
90.00,91.31,1957,238
180.00,178.55,1240,242
180.00,179.34,1240,239
180.00,180.13,1240,238
180.00,180.92,726,224
180.00,181.71,695,225
0.00,358.38,1708,239
0.00,359.21,1708,241
0.00,0.05,1708,239
0.00,0.88,1708,241
0.00,1.72,1708,240
90.00,88.47,1957,238
90.00,89.27,1957,239
90.00,90.06,1957,238
90.00,90.85,1957,239
90.00,91.65,1957,238
270.00,268.02,756,238
270.00,268.81,756,240
270.00,269.60,756,238
270.00,270.39,756,240
270.00,271.18,756,240
270.00,271.97,756,238
0.00,358.73,1707,241
0.00,359.55,1707,242
0.00,0.36,1707,241
0.00,1.18,1707,243
0.00,1.99,1723,240
180.00,178.16,1239,239
180.00,178.95,1239,240
180.00,179.74,1224,238
180.00,180.53,1239,228
180.00,181.32,710,229
0.00,358.14,1707,240
0.00,358.89,1707,239
0.00,359.72,1707,242
0.00,0.58,1707,243
0.00,1.43,1707,243
90.00,88.32,1957,237
90.00,89.11,1957,237
90.00,89.90,1957,239
90.00,90.69,1957,238
90.00,91.48,1957,238
0.00,1.48,1629,236
270.00,268.44,757,236
270.00,269.24,757,237
270.00,270.03,757,237
270.00,270.83,757,237
270.00,271.62,757,238
0.00,358.14,1723,240
0.00,358.93,1707,243
0.00,359.71,1707,241
0.00,0.46,1707,244
0.00,1.27,1707,241
0.00,359.72,42478,7
180.00,178.02,1240,241
180.00,178.81,1240,239
180.00,179.63,1240,239
180.00,180.46,1240,233
180.00,181.28,710,234
270.00,268.43,757,239
270.00,269.22,757,236
270.00,270.02,757,236
270.00,270.81,757,239
270.00,271.60,757,238
0.00,0.96,1707,242
0.00,1.77,1707,241
90.00,88.38,1957,239
90.00,89.17,1957,240
90.00,89.96,1957,239
90.00,90.75,1957,237
90.00,91.54,1957,238
270.00,269.25,19830,73
270.00,268.76,757,236
270.00,269.55,757,240
270.00,270.33,757,240
270.00,271.12,757,237
270.00,271.91,757,239
0.00,358.17,1723,243
0.00,358.95,1707,240
0.00,359.72,1707,242
0.00,0.50,1707,240
0.00,1.32,1707,243
180.00,181.33,2035,236
180.00,181.32,2066,237
180.00,178.01,1240,242
180.00,178.82,1240,239
180.00,179.63,1240,239
180.00,180.46,1240,235
180.00,181.26,710,230
270.00,268.33,757,238
270.00,269.12,757,240
270.00,269.90,757,239
270.00,270.69,757,238
270.00,271.48,757,238
0.00,1.47,772,236
90.00,88.29,64999,3
90.00,88.56,1723,84
90.00,88.09,1956,239
90.00,88.88,1956,238
90.00,89.68,1956,239
90.00,90.47,1956,235
90.00,91.26,1956,239
270.00,268.17,757,238
270.00,268.97,741,238
270.00,269.76,757,237
270.00,270.56,757,236
270.00,271.35,757,239
0.00,358.37,1707,240
0.00,359.16,1707,240
0.00,359.95,1692,240
0.00,0.75,1707,242
0.00,1.54,1707,240
180.00,179.66,4898,75
180.00,178.43,1240,242
180.00,179.21,1240,240
180.00,179.99,1240,237
180.00,180.78,710,230
180.00,181.60,585,222
270.00,268.52,757,237
270.00,269.31,757,240
270.00,270.10,757,237
270.00,270.89,757,240
270.00,271.68,757,240
90.00,89.15,1006,229
0.00,358.45,1770,240
0.00,1.29,40176,6
90.00,88.59,1957,240
90.00,89.38,1957,239
90.00,90.17,1957,238
90.00,90.96,1957,238
90.00,91.75,1957,238
180.00,178.46,61956,216
270.00,268.73,757,236
270.00,269.52,757,238
270.00,270.31,757,237
270.00,271.09,757,236
270.00,271.88,757,238
0.00,358.23,1707,240
0.00,359.02,1707,242
0.00,359.81,1707,240
0.00,0.60,1707,240
0.00,1.39,1707,242
90.00,89.48,1956,237
90.00,91.97,1956,237
180.00,178.65,1239,239
180.00,179.44,1239,240
180.00,180.24,1239,235
180.00,181.03,710,232
180.00,181.78,569,222
90.00,88.68,787,236
0.00,358.11,1707,240
0.00,358.90,1707,241
0.00,359.70,1723,241
0.00,0.49,1707,241
0.00,1.28,1723,241
90.00,88.02,1956,238
90.00,88.81,1956,239
90.00,89.58,1956,236
90.00,90.34,1956,237
90.00,91.11,1956,238
90.00,91.87,1956,239
270.00,268.73,756,237
270.00,269.55,756,238
270.00,270.38,756,239
270.00,271.20,756,237
0.00,358.73,1707,242
0.00,359.53,1722,242
0.00,0.32,1707,239
0.00,1.11,1722,242
0.00,1.90,1707,242
180.00,178.57,389,241
180.00,178.36,1239,244
180.00,179.15,1239,241
180.00,179.94,1239,237
180.00,180.72,1208,234
180.00,181.51,710,233
270.00,268.74,756,238
270.00,269.53,756,237
270.00,270.32,756,237
270.00,271.11,756,239
270.00,271.90,756,237
90.00,88.22,1957,238
90.00,89.01,1957,237
90.00,89.84,1957,240
90.00,90.59,1957,239
90.00,91.33,1957,238
90.00,91.28,1271,246
270.00,268.15,757,238
270.00,268.94,757,238
270.00,269.74,757,238
270.00,270.55,757,238
270.00,271.35,757,236
0.00,358.79,1707,240
0.00,359.58,1707,243
0.00,0.37,1707,241
0.00,1.16,1707,242
0.00,1.95,1723,241
90.00,88.21,389,241
90.00,91.56,389,241
180.00,178.70,1224,238
180.00,179.49,1240,238
180.00,180.29,1240,237
180.00,181.08,710,231
180.00,181.88,632,224
270.00,268.03,757,236
270.00,268.82,757,238
270.00,269.58,757,235
270.00,270.40,757,238
270.00,271.21,757,237
90.00,88.32,1957,239
90.00,89.06,1957,239
90.00,89.81,1957,237
90.00,90.60,1957,238
90.00,91.43,1957,240
270.00,269.78,6158,72
270.00,268.62,756,236
270.00,269.42,756,238
270.00,270.21,756,239
270.00,271.06,756,239
270.00,271.91,756,238
0.00,358.20,1722,241
0.00,358.99,1707,240
0.00,359.78,1707,239
0.00,0.57,1707,241
0.00,1.36,1707,241
270.00,268.80,389,240
180.00,178.40,1239,238
180.00,179.19,1239,239
180.00,179.98,1239,239
180.00,180.76,1239,228
180.00,181.55,710,226
270.00,268.74,756,236
270.00,269.55,756,237
270.00,270.35,756,239
270.00,271.18,756,238
0.00,0.39,819,236
0.00,358.24,1723,241
0.00,359.03,1723,240
0.00,359.81,1707,241
0.00,0.60,1707,242
0.00,1.39,1707,242
90.00,88.28,1956,237
90.00,89.07,1956,238
90.00,89.86,1956,238
90.00,90.65,1956,240
90.00,91.44,1956,239
180.00,181.20,1723,236
270.00,268.38,757,238
270.00,269.17,757,238
270.00,269.97,741,237
270.00,270.76,757,238
270.00,271.55,757,239
0.00,358.05,1707,240
0.00,358.89,1707,241
0.00,359.73,1707,241
0.00,0.56,1707,242
0.00,1.40,1707,242
180.00,178.41,1240,241
180.00,179.21,1240,239
180.00,180.00,1240,238
180.00,180.79,1224,233
180.00,181.59,694,231
90.00,88.82,60931,20
0.00,358.20,1707,241
0.00,358.99,1707,242
0.00,359.80,1707,241
0.00,0.61,1707,241
0.00,1.41,1707,244
90.00,88.15,1956,237
90.00,88.94,1956,237
90.00,89.73,1956,239
90.00,90.52,1956,237
90.00,91.30,1956,241
270.00,271.47,1707,232
180.00,178.45,1348,243
270.00,268.07,756,238
270.00,268.86,756,238
270.00,269.65,756,240
270.00,270.44,756,238
270.00,271.22,756,237
0.00,358.38,1722,240
0.00,359.17,1707,240
0.00,0.00,1707,241
0.00,0.78,1707,240
0.00,1.55,1722,243
270.00,268.98,402,220
180.00,178.60,1239,239
180.00,179.42,1239,238
180.00,180.24,1239,237
180.00,181.06,725,228
180.00,181.88,631,223
0.00,359.25,818,238
0.00,358.03,1722,242
0.00,358.78,1707,240
0.00,359.53,1707,241
0.00,0.32,1707,241
0.00,1.10,1707,242
0.00,1.87,1707,243
90.00,88.50,1956,239
90.00,89.30,1956,238
90.00,90.09,1956,237
90.00,90.89,1956,239
90.00,91.68,1956,238
180.00,181.80,1177,216
270.00,268.54,756,238
270.00,269.34,756,240
270.00,270.13,756,236
270.00,270.93,756,238
270.00,271.72,756,239
0.00,358.38,1722,240
0.00,359.10,1707,239
0.00,359.82,1707,241
0.00,0.61,1707,241
0.00,1.43,1707,243
180.00,179.40,1722,238
90.00,88.14,60679,164
180.00,178.32,1239,239
180.00,179.14,1239,241
180.00,179.93,1239,239
180.00,180.71,1239,232
180.00,181.49,709,228
0.00,359.35,959,226
0.00,358.24,1722,241
0.00,359.03,1707,241
0.00,359.81,1707,241
0.00,0.60,1707,242
0.00,1.39,1707,241
90.00,88.19,1956,238
90.00,88.98,1956,238
90.00,89.77,1956,237
90.00,90.56,1956,237
90.00,91.36,1956,239
90.00,91.08,16014,73
270.00,268.26,757,237
270.00,269.05,757,240
270.00,269.83,757,239
270.00,270.62,757,238
270.00,271.40,757,237
0.00,358.06,1722,238
0.00,358.85,1707,242
0.00,359.64,1707,242
0.00,0.43,1707,241
0.00,1.22,1707,241
90.00,89.59,2486,225
270.00,268.51,2205,238
180.00,178.61,1239,241
180.00,179.45,1239,239
180.00,180.29,1239,237
180.00,181.08,725,233
180.00,181.91,569,224
270.00,268.13,756,238
270.00,268.92,756,237
270.00,269.71,756,239
270.00,270.50,756,238
270.00,271.30,756,238
90.00,88.37,1956,238
90.00,89.15,1956,238
90.00,89.93,1956,238
90.00,90.71,1956,236
90.00,91.49,1956,237
180.00,181.76,1317,244
270.00,268.45,756,238
270.00,269.24,756,238
270.00,270.03,756,237
270.00,270.82,756,239
270.00,271.62,756,236
0.00,358.36,1707,239
0.00,359.15,1707,242
0.00,359.94,1707,243
0.00,0.73,1707,242
0.00,1.53,1722,241
180.00,178.08,1239,240
180.00,178.87,1239,242
180.00,179.66,1239,240
180.00,180.45,1239,235
180.00,181.24,710,234
0.00,358.20,1707,241
0.00,359.00,1723,242
0.00,359.79,1707,241
0.00,0.58,1707,243
0.00,1.37,1723,244
90.00,88.42,1956,238
90.00,89.24,1956,238
90.00,90.00,1956,239
90.00,90.77,1956,239
90.00,91.53,1956,240
270.00,268.34,757,238
270.00,269.13,757,236
270.00,269.93,757,238
270.00,270.72,757,238
270.00,271.51,757,238
0.00,358.02,1707,241
0.00,358.81,1707,241
0.00,359.61,1707,243
0.00,0.40,1707,240
0.00,1.19,1707,240
0.00,1.98,1723,240
180.00,179.74,7022,37
180.00,178.15,1224,241
180.00,178.94,1239,243
180.00,179.74,1239,239
180.00,180.53,1239,232
180.00,181.33,694,230
270.00,268.52,756,239
270.00,269.36,756,239
270.00,270.20,756,239
270.00,271.03,756,238
270.00,271.87,756,237
0.00,0.50,881,238
0.00,359.51,1738,239
90.00,88.49,1956,240
90.00,89.24,1956,238
90.00,90.03,1956,237
90.00,90.81,1956,238
90.00,91.59,1956,238
180.00,178.12,1239,241
180.00,178.91,1239,241
180.00,179.70,1239,239
180.00,180.49,1239,233
180.00,181.28,709,229
0.00,358.40,1707,239
0.00,359.19,1707,241
0.00,359.98,1707,242
0.00,0.77,1722,240
0.00,1.56,1722,240
90.00,88.51,1956,239
90.00,89.29,1956,239
90.00,90.07,1956,237
90.00,90.86,1956,240
180.00,178.01,1239,242
180.00,178.80,1239,237
180.00,179.58,1239,240
180.00,180.37,1239,235
180.00,181.16,709,231
180.00,181.95,569,223
270.00,269.19,943,240
270.00,268.56,756,239
270.00,269.39,756,236
270.00,270.21,756,238
270.00,271.02,756,238
270.00,271.84,756,239
0.00,1.11,1753,238
90.00,88.37,1956,238
90.00,89.16,1956,237
90.00,89.96,1956,238
90.00,90.75,1940,238
90.00,91.54,1956,238
180.00,178.02,1239,243
180.00,178.81,1239,238
180.00,179.61,1224,238
180.00,180.40,1239,239
180.00,181.19,709,230
180.00,181.98,631,224
270.00,271.93,787,236
0.00,358.73,1707,239
0.00,359.52,1707,239
0.00,0.31,1707,242
0.00,1.10,1707,241
0.00,1.89,1723,240
