tempo_us,x_m,y_m,z_m,lidar_angle_deg,distance_m,intensity,X_lidar_m,Y_lidar_m,Z_lidar_m,X_body_m,Y_body_m,Z_body_m,X_global_m,Y_global_m,Z_global_m
42674039,0.1229946964170919,3.126574343641994,0.0,255.14000000000001,0.723,239,-0.6988195226489904,0.0,-0.18541918661410747,-0.6988195226489904,0.0,-0.18541918661410747,-0.5821537846560684,3.151433697106669,-0.157723277246997
42674039,0.1229946964170919,3.126574343641994,0.0,51.88,0.252,164,0.19825333614334234,0.0,0.15556225348083294,0.19825333614334234,0.0,0.15556225348083294,0.3285674721492552,3.1431309940559777,0.14480922347986963
42786642,0.1189102108142687,3.1535024443512687,0.0,205.88,0.23900000000000002,161,-0.10432057388989811,0.0,-0.21503073701980915,-0.10432057388989811,0.0,-0.21503073701980915,0.004516539930758651,3.1142174013879527,-0.20613532802788956
42786642,0.1189102108142687,3.1535024443512687,0.0,85.44,0.129,169,0.12859166661908983,0.0,0.01025588982608811,0.12859166661908983,0.0,0.01025588982608811,0.2474033262482565,3.1439635851719516,0.006287245153883945
42858115,0.1162222222222222,3.1772222222222224,0.0,231.94,0.658,220,-0.5180865664186969,0.0,-0.40564801207017553,-0.5180865664186969,0.0,-0.40564801207017553,-0.41558141306416574,3.1364621559387276,-0.38534077190552735
42858115,0.1162222222222222,3.1772222222222224,0.0,246.91,0.12,244,-0.11038679508675991,0.0,-0.047061188579058194,-0.11038679508675991,0.0,-0.047061188579058194,0.004475925002909817,3.1772182425320965,-0.04373516939415196
42982381,0.1162222222222222,3.202569047984676,0.0,240.28,0.9380000000000001,237,-0.814614085963359,0.0,-0.46502461327340655,-0.814614085963359,0.0,-0.46502461327340655,-0.7101321035521193,3.1873549120276863,-0.44356629531685093
43067853,0.1162222222222222,3.244111111111111,0.0,55.96,0.514,241,0.42592454785495515,0.0,0.28772257390505873,0.42592454785495515,0.0,0.28772257390505873,0.550642981806663,3.263147074128803,0.27406611566201783
43067853,0.1162222222222222,3.244111111111111,0.0,84.72,0.17300000000000001,234,0.17226594040237247,0.0,0.015919980442395676,0.17226594040237247,0.0,0.015919980442395676,0.2882431482353485,3.230811109454358,0.01268506876279704
43198210,0.1190268855014967,3.289348024550515,0.0,35.44,0.084,200,0.04870740820541813,0.0,0.06843674733584851,0.04870740820541813,0.0,0.06843674733584851,0.17182623760749816,3.300075514828122,0.06444493284603783
43198210,0.1190268855014967,3.289348024550515,0.0,340.52,2.275,140,-0.7586619835114036,0.0,2.144774345886891,-0.7586619835114036,0.0,2.144774345886891,-0.4987891087533372,3.8441215998419174,2.1180544557214067
43313223,0.1261111111111111,3.3331111111111107,0.0,259.29,1.732,231,-1.7018292123408885,0.0,-0.3218716079793165,-1.7018292123408885,0.0,-0.3218716079793165,-1.58530330827567,3.4280786270578596,-0.24872847852610358
