tempo_us,x,y,angle_x,angle_y,angle_z,angle,distance,intensity
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,1028,60175,235
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,2187,1248,235
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,3345,21741,4
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,4504,3565,60
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,5663,24888,2
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,6822,61186,165
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,7981,571,240
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,9140,547,231
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1892,141,138
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1887,37292,1
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1882,4080,1
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1877,33422,48
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1872,57346,2
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1867,687,240
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1862,61615,237
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1857,1262,239
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1852,5066,4
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1847,33776,6
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1842,27627,245
49425729,0.22723540829374386,4.972743490181358,-13.38807152943304,-0.5328156627780336,-5.327868232284784,1836,60175,84
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,33282,3568,3
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,33557,61680,44
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,33833,4099,141
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,34109,10060,238
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,34385,46808,8
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,34661,5346,16
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,34936,1108,16
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,35212,5353,159
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,35488,36684,234
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,35764,1327,235
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,40,60011,2
49546739,0.23000431687148584,5.009534701895483,-12.316612441716337,-1.4537559366048693,-5.454420375528712,316,13298,100
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,24576,33681,0
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,27838,52145,159
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,31100,36352,173
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,34363,37025,237
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,1625,672,241
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,4887,61856,3
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,8150,19695,4
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,11412,27628,5
